
time,gFx,gFy,gFz,wx,wy,wz,
72.751886,-0.1204,1.2050,0.0508,-2.2319,-0.2328,0.1653,
72.852123,0.0439,0.8424,0.3750,-2.6448,-1.8149,-0.1926,
72.952064,-0.1251,0.8256,0.4619,-0.7732,-1.8283,-2.0314,
73.052496,0.0370,0.7697,1.1309,-2.2441,0.2388,0.0358,
73.152590,-0.2829,0.4235,0.6997,-3.1677,-1.1234,-4.2195,
73.252604,-0.3247,0.2889,0.7246,-0.3285,-0.7165,-4.8694,
73.352939,-0.0179,-0.0499,1.0067,0.3055,-0.9475,-3.3312,
73.453005,-0.1024,0.1774,0.8678,0.4130,-1.5645,-3.8664,
73.553341,0.0309,0.2986,1.2154,0.3227,-0.6164,-1.8787,
73.653695,-0.1740,0.4789,0.9079,0.2922,-0.3281,-0.8524,
73.753408,-0.0295,0.2099,1.0400,0.1407,-0.1728,-0.3979,
73.859622,-0.0124,0.2773,0.9230,0.2102,-0.2071,-0.2904,
